miRNA_Name	EC18	EC19	EC38	EC54	EC63	EC64	EC65	EC7	EU18	EU19	EU38	EU54	EU63	EU64	EU65	EU7
hsa-miR-1307-5p	3767	2349	4462	4131	2015	722	1434	1207	5541	4644	8061	4950	8403	5291	7528	3916
hsa-miR-3922-3p	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0
hsa-miR-3529-5p	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
hsa-miR-24-1-5p	87	102	101	107	88	50	54	132	158	217	128	181	153	171	151	193
hsa-miR-1180-5p	0	3	0	0	0	0	0	2	0	0	0	7	0	2	2	0
hsa-miR-6503-3p	14	9	4	17	4	2	8	9	6	7	4	8	15	5	12	3
hsa-miR-708-5p	9506	13853	8486	11177	6981	3996	5518	7043	948	1139	987	2000	645	945	842	1861
hsa-miR-6873-3p	0	2	2	0	2	2	1	2	1	0	0	2	1	1	1	0
hsa-miR-452-5p	521	192	632	440	405	56	259	244	695	805	622	911	1144	483	1212	554
hsa-miR-4786-5p	0	0	2	0	1	2	2	0	0	3	1	1	3	1	0	2
hsa-miR-140-3p	12603	11669	10696	11523	9420	11504	9178	9366	8873	9501	7052	10999	11329	9930	9148	8810
hsa-miR-412-5p	30	83	89	24	41	41	30	39	58	33	55	106	96	69	49	48
hsa-miR-3130-5p	0	0	0	0	1	0	0	0	0	2	0	0	2	3	0	0
hsa-miR-504-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-342-5p	177	109	85	85	37	52	110	143	93	174	90	122	222	133	140	84
hsa-miR-7974	4	4	2	2	0	1	3	1	15	20	23	76	17	13	8	59
hsa-miR-520a-5p	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-1827	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-27b-5p	886	984	934	805	887	593	722	911	1795	1959	2290	2436	2270	2777	1879	2696
hsa-miR-6125	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-22-5p	836	432	613	679	630	227	533	417	267	316	293	283	419	278	345	95
hsa-miR-542-5p	49	336	106	53	36	237	50	66	428	405	358	440	295	366	224	449
hsa-miR-450b-5p	4	8	2	2	2	2	3	1	12	10	5	12	4	8	2	10
hsa-miR-99a-5p	4576	22867	8183	9106	8049	33532	6393	17664	9179	11975	6705	11818	17229	7056	8304	10925
hsa-miR-98-5p	7684	6385	8027	5052	6286	5243	6178	5284	5742	6729	8379	6797	8410	7401	7008	7777
hsa-miR-345-3p	1	1	1	1	4	0	0	1	3	7	8	4	3	4	6	7
hsa-miR-520d-5p	0	1	1	1	0	0	1	0	5	3	1	0	3	0	1	0
hsa-miR-541-3p	0	2	2	0	6	0	0	2	1	3	0	2	1	1	1	0
hsa-miR-3124-3p	0	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0
hsa-miR-655-5p	1	3	2	2	1	0	0	1	2	0	2	1	2	0	1	0
hsa-miR-7-1-3p	102	72	65	54	52	17	78	77	81	138	106	110	80	110	105	226
hsa-miR-4676-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4670-5p	3	2	1	1	2	1	0	0	1	1	4	2	1	0	1	1
hsa-miR-376a-5p	394	2258	1177	384	366	620	364	874	724	536	746	1050	635	777	539	549
hsa-miR-362-3p	93	201	156	144	249	80	154	250	172	360	317	189	203	245	267	138
hsa-miR-1296-3p	1	0	2	5	1	0	1	1	2	2	4	3	4	1	7	5
hsa-miR-4690-5p	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0
hsa-miR-892a	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
hsa-miR-6782-3p	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-3591-5p	4	0	3	3	0	1	4	3	0	0	0	0	0	0	0	0
hsa-miR-6819-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-454-5p	27	20	24	20	26	10	21	18	22	39	41	41	35	49	43	32
hsa-miR-4639-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-146a-5p	6589	725	2681	4163	3137	1799	6997	2867	1147	973	516	1176	6619	588	1257	613
hsa-miR-491-3p	4	1	1	1	1	1	0	2	4	7	11	6	6	5	6	5
hsa-miR-625-3p	89	49	44	66	51	29	80	54	44	74	62	58	108	51	95	36
hsa-miR-6869-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-7-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-1185-5p	128	622	324	151	241	162	139	287	107	103	118	207	159	112	92	125
hsa-miR-6807-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6718-5p	0	1	2	1	0	0	1	1	29	34	21	0	14	4	76	0
hsa-miR-514b-3p	0	65	23	2	1	76	0	0	0	0	0	0	0	1	0	0
hsa-miR-3616-5p	1	0	0	0	0	0	0	1	10	5	7	2	4	3	3	8
hsa-miR-301a-5p	5	8	9	13	6	4	9	8	15	13	21	19	20	26	22	30
hsa-miR-549a	49	5	27	73	41	5	50	19	11	5	9	28	7	5	9	15
hsa-miR-410-5p	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0
hsa-miR-374a-3p	4539	4612	5546	4982	4424	2364	4912	4773	3142	4098	4483	4237	3312	4562	4991	4356
hsa-miR-6871-5p	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-1307-3p	979	542	659	406	382	158	530	348	1343	1290	1694	698	1337	1341	1522	537
hsa-miR-605-5p	2	0	0	0	3	1	3	1	2	1	0	1	1	0	0	0
hsa-miR-4679	0	5	1	0	2	1	1	6	0	1	1	0	0	3	0	3
hsa-miR-3194-3p	0	1	4	0	0	0	1	3	3	6	4	0	3	5	1	0
hsa-miR-4675	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4673	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4672	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
hsa-miR-6766-3p	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-526b-5p	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
hsa-miR-6810-5p	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0
hsa-miR-195-3p	145	465	228	102	135	218	131	202	365	470	385	269	309	459	339	334
hsa-miR-6858-5p	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
hsa-miR-15b-3p	129	54	120	176	158	58	108	108	128	159	219	254	298	155	174	205
hsa-miR-202-5p	157	25677	4160	341	2137	4792	1572	3049	13	15	3	10	11	11	3	7
hsa-miR-4681	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4682	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-4683	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0
hsa-miR-181a-3p	1448	683	1627	1771	994	271	1331	897	626	1121	891	514	1040	2121	695	979
hsa-miR-6511b-3p	8	6	5	3	3	6	10	6	7	5	6	6	1	5	4	5
hsa-miR-370-3p	232	1019	541	195	328	157	167	408	294	201	267	456	280	176	200	189
hsa-miR-4688	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0
hsa-miR-4689	2	0	0	0	2	0	0	0	0	1	2	0	0	0	1	0
hsa-let-7b-5p	64993	78681	64864	47572	83886	46633	41472	71574	51231	80121	51162	58252	48462	53116	54140	42278
hsa-miR-3691-5p	1	2	2	3	0	0	1	2	3	5	3	2	4	2	6	4
hsa-miR-7703	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
hsa-miR-7-2-3p	2	3	0	2	4	2	5	5	2	3	0	0	1	0	1	2
hsa-miR-28-5p	8344	6649	6666	3722	3911	3688	4029	4900	3284	5069	4079	4538	5298	5703	3447	2589
hsa-miR-6510-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181b-3p	32	3	19	19	28	0	14	5	11	14	13	7	15	25	11	13
hsa-miR-3190-3p	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	1
hsa-miR-6720-3p	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0
hsa-miR-153-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4705	8	1	2	54	1	1	8	0	4	1	11	6	4	12	1	5
hsa-miR-4735-3p	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-605-3p	1	1	0	2	0	2	0	1	0	0	0	0	1	1	0	0
hsa-miR-4770	1	4	3	3	2	4	0	4	0	1	0	1	2	0	0	0
hsa-miR-1305	2	0	2	9	0	0	1	3	0	3	2	9	3	3	4	2
hsa-miR-517b-3p	1	0	0	0	3	1	0	0	0	2	0	0	1	0	0	0
hsa-miR-598-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
hsa-miR-4326	44	61	97	32	50	20	48	62	81	73	56	82	82	103	65	93
hsa-miR-494-5p	2	4	0	3	2	0	0	4	1	1	1	3	0	0	1	1
hsa-miR-532-5p	3169	5243	4919	4069	6667	1918	6447	6410	4527	7493	9662	10534	5104	8835	5418	6615
hsa-miR-30b-3p	27	42	34	15	31	20	19	46	104	105	133	51	36	287	52	66
hsa-miR-486-5p	4496	2970	6664	2362	15058	16338	20474	3757	3690	22548	8208	13554	6901	10164	13359	4350
hsa-miR-6836-5p	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
hsa-miR-433-3p	69	439	158	57	121	108	82	145	120	152	83	72	110	96	52	72
hsa-miR-642a-3p	4	2	3	3	1	0	4	1	1	2	1	2	14	2	5	0
hsa-miR-9-3p	11	30	11	10	13	32	17	15	48	29	24	42	35	83	49	47
hsa-miR-432-5p	305	1741	1109	341	606	446	453	735	468	416	419	590	661	440	428	329
hsa-miR-6819-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6855-3p	0	1	0	0	0	0	0	1	2	0	1	1	1	2	1	2
hsa-miR-128-3p	1710	2432	2189	1578	934	958	1312	1751	3656	5669	4097	3670	3950	6543	2685	2995
hsa-miR-182-5p	1007	1053	5073	1893	7115	2719	4810	3136	19412	27625	31869	30483	25039	36861	28101	44392
hsa-miR-424-5p	0	28	4	5	1	6	4	2	22	26	5	7	12	7	15	10
hsa-miR-3921	0	1	0	4	3	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-496	7	34	44	10	20	24	5	9	12	9	7	16	28	6	13	2
hsa-miR-3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-492	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-766-5p	3	1	2	2	1	0	1	2	2	2	0	2	5	1	2	4
hsa-miR-3622a-5p	0	4	3	1	1	3	0	0	12	12	5	9	3	8	2	0
hsa-miR-4738-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-518f-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4725-3p	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-7851-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-575	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-205-5p	20	26	2104	37	251	232	16	409	989	1293	1129	1912	255	3169	149	933
hsa-miR-573	0	0	1	0	0	0	0	0	4	3	5	5	1	2	3	8
hsa-miR-485-5p	67	404	232	78	75	106	99	202	83	107	70	121	117	130	86	86
hsa-miR-210-3p	1506	595	602	381	628	156	477	448	1308	1900	2722	602	1362	2148	2354	983
hsa-miR-10a-3p	85	49	201	290	58	19	56	74	1487	1840	2278	1307	1492	2452	1345	1145
hsa-miR-196b-5p	638	523	3022	1565	1795	63	533	1124	22153	21574	26421	25484	17932	27011	18228	31148
hsa-miR-4723-5p	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
hsa-miR-7854-3p	0	0	1	1	1	2	1	0	0	0	1	0	1	2	0	0
hsa-miR-1278	12	14	10	5	7	0	5	12	2	16	6	11	2	8	8	5
hsa-miR-1272	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1
hsa-miR-4787-3p	0	2	1	0	0	0	1	1	0	0	1	0	2	2	0	2
hsa-miR-1276	3	3	3	0	0	0	0	2	3	5	2	9	8	4	5	6
hsa-miR-4454	634	884	935	1368	452	879	1403	741	1864	524	536	454	660	693	775	468
hsa-miR-4457	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
hsa-miR-4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1228-3p	1	3	2	0	3	0	6	4	3	2	0	0	0	2	0	0
hsa-miR-338-5p	36	33	38	45	79	35	43	52	12	8	16	25	28	15	26	9
hsa-miR-874-5p	750	236	288	594	242	196	340	360	85	148	97	85	105	93	144	103
hsa-miR-6767-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-148b-3p	5100	4061	4447	4161	3851	2822	3821	3608	4764	5864	5444	5172	6259	5632	5531	5395
hsa-miR-550a-5p	39	25	18	34	29	11	20	19	35	42	48	59	82	59	27	48
hsa-miR-365b-5p	14	1	4	4	2	1	2	2	6	8	2	8	2	8	6	9
hsa-miR-580-5p	1	0	0	0	1	0	0	2	1	0	2	0	1	1	0	2
hsa-miR-1296-5p	1856	1039	1141	1275	1616	424	856	1230	1667	2104	4515	3782	1914	2364	2270	3006
hsa-miR-125b-5p	41999	133294	75710	55624	48368	86423	43308	134850	68359	88272	36375	104116	46503	47448	44221	88847
hsa-miR-659-5p	22	30	15	20	11	22	15	17	26	31	29	20	35	40	21	21
hsa-miR-6499-5p	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-6743-3p	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-149-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6503-5p	34	7	13	15	4	9	26	8	5	4	5	9	13	11	5	5
hsa-miR-215-5p	41	33	28	47	38	22	42	31	19	34	25	21	33	21	38	18
hsa-miR-103a-3p	21218	16628	14967	14533	14463	12209	16347	14887	17927	25041	26846	26858	23864	28273	20685	21260
hsa-miR-17-5p	1700	1227	1449	1200	1293	702	1214	1052	2952	4033	4715	5736	4308	3765	3242	6512
hsa-miR-891a-5p	1	1	1	0	0	0	2	5	8	0	10	3	1	0	2	2
hsa-miR-512-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6894-5p	0	0	1	0	0	0	0	2	0	0	0	1	0	2	0	0
hsa-miR-523-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-890	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7846-3p	4	0	0	2	0	0	0	0	1	1	0	2	0	0	0	0
hsa-miR-4425	0	0	0	1	0	0	0	0	1	0	0	1	3	0	2	0
hsa-miR-6872-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-380-3p	49	202	152	46	82	48	43	77	52	66	64	105	95	52	64	57
hsa-miR-219b-5p	0	2	4	1	2	0	0	0	2	3	4	0	0	3	2	0
hsa-miR-6777-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-513a-3p	0	37	10	2	0	51	0	0	1	0	0	1	1	0	0	1
hsa-miR-6884-5p	1	1	0	0	1	0	2	0	0	0	0	1	2	1	0	0
hsa-miR-3912-3p	92	66	103	71	77	66	60	58	50	64	59	81	66	70	65	76
hsa-miR-4677-5p	3	4	1	2	3	2	2	4	1	6	3	4	2	3	2	2
hsa-miR-658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4649-5p	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-650	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-505-3p	640	582	493	298	365	216	434	549	521	709	440	690	540	573	525	735
hsa-miR-770-5p	1	24	6	3	4	4	1	6	13	7	9	2	7	6	2	2
hsa-miR-3150a-5p	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0
hsa-miR-4745-5p	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3682-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-425-5p	1242	1224	1294	1261	598	727	1015	975	2933	3886	3301	3366	3668	4331	2753	4062
hsa-miR-525-5p	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-4435	0	2	1	1	1	2	2	1	1	0	0	7	6	0	4	1
hsa-miR-3605-3p	60	41	52	38	29	17	24	61	61	48	41	76	37	47	45	30
hsa-miR-877-5p	33	20	35	17	28	7	35	21	42	45	63	61	57	65	45	28
hsa-miR-296-5p	24	19	24	19	14	19	23	51	55	45	54	47	19	41	12	40
hsa-miR-128-1-5p	15	14	13	14	12	13	4	9	20	32	24	24	41	40	20	24
hsa-miR-96-3p	0	0	0	0	0	0	0	0	3	0	0	0	1	4	0	2
hsa-miR-376c-5p	12	68	21	8	20	27	15	22	9	8	7	9	22	3	15	6
hsa-miR-670-3p	0	10	0	0	0	5	1	2	0	0	2	2	0	0	0	1
hsa-miR-216b-5p	8	49	81	20	33	2	33	61	3	12	0	3	2	5	22	1
hsa-miR-4674	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
hsa-miR-383-3p	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6868-3p	1	1	3	1	1	6	5	6	2	0	6	3	4	5	7	4
hsa-miR-6813-5p	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4761-3p	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
hsa-miR-6774-5p	3	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0
hsa-miR-6083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4717-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6719-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-26a-5p	691536	890940	674457	1002158	690192	633999	549254	822927	524975	789523	421802	551261	713181	523261	577882	548765
hsa-miR-6793-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
hsa-miR-3920	0	0	1	0	3	0	0	0	3	2	1	1	1	1	0	0
hsa-miR-873-5p	14	9	11	122	4	4	7	5	345	365	278	192	938	267	430	68
hsa-miR-23a-3p	27583	9556	11976	15837	15152	5608	10387	11511	10658	13823	9857	11046	10206	11364	11395	11376
hsa-miR-4433b-5p	3	1	3	0	6	0	3	1	1	1	0	6	1	0	2	0
hsa-miR-660-3p	19	47	40	24	28	8	35	42	42	61	49	47	39	59	39	32
hsa-miR-5571-5p	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-524-5p	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
hsa-miR-3940-3p	1	4	0	2	2	0	1	4	1	3	3	1	3	3	0	2
hsa-miR-4786-3p	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1
hsa-miR-197-5p	5	1	0	0	2	1	3	2	1	3	1	2	1	0	1	1
hsa-miR-655-3p	68	370	238	118	152	178	114	181	92	45	74	125	149	36	55	53
hsa-miR-6505-3p	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
hsa-miR-4666a-5p	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4694-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-181d-5p	651	638	688	478	474	718	284	622	559	1054	1282	1054	392	1536	552	1321
hsa-miR-6875-5p	0	2	0	0	0	0	0	1	2	0	2	2	0	1	2	0
hsa-miR-130a-3p	11	12	12	3	7	8	6	10	6	10	3	13	14	8	9	12
hsa-miR-4662a-3p	2	3	2	2	2	1	1	2	1	1	0	0	0	0	1	0
hsa-miR-6757-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6752-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6761-3p	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-3126-5p	8	7	7	4	3	3	5	3	4	6	5	8	2	8	6	4
hsa-miR-6882-5p	3	1	0	1	3	0	0	0	3	3	0	2	1	1	2	1
hsa-miR-3688-3p	9	4	11	10	21	12	11	4	11	29	12	10	13	15	23	10
hsa-miR-130b-3p	1163	1058	1569	836	1323	379	697	934	1567	2412	2946	2524	2437	3080	1703	2921
hsa-miR-495-3p	93	751	298	113	157	261	138	227	141	140	114	164	225	104	136	151
hsa-miR-6892-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3944-3p	0	0	2	0	2	0	0	0	0	1	0	0	0	2	1	0
hsa-miR-371b-3p	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513b-5p	0	212	34	9	1	213	3	2	1	1	2	2	1	4	1	0
hsa-miR-4690-3p	0	0	1	0	0	0	0	1	1	1	1	0	0	2	0	0
hsa-miR-489-3p	87	10	15	64	19	3	20	13	13	12	6	12	11	11	23	15
hsa-miR-3173-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-1343-3p	9	6	3	5	0	5	4	15	13	5	4	8	6	4	2	12
hsa-miR-1288-3p	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-92a-3p	31852	46467	35820	25669	34429	24206	32353	37898	64943	105032	77151	65123	63772	81524	68832	63773
hsa-miR-629-3p	4	0	2	6	4	2	5	5	2	1	1	2	0	1	4	2
hsa-miR-767-3p	0	0	0	0	0	0	0	0	13	5	23	5	12	12	3	26
hsa-miR-4790-3p	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-22-3p	490999	238712	370132	409273	334064	130020	244053	281971	146157	186280	144886	201216	321140	178592	223589	83615
hsa-miR-8072	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376c-3p	843	5409	1906	923	1614	1213	927	1714	1111	1070	876	1057	1303	679	1204	1054
hsa-miR-4767	2	2	7	2	1	5	2	1	1	6	13	4	14	6	5	3
hsa-miR-6812-3p	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4765	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
hsa-miR-4639-5p	2	1	0	1	0	0	0	1	0	2	1	3	1	1	2	2
hsa-miR-3614-3p	1	1	1	1	3	1	1	0	4	8	2	4	5	7	1	1
hsa-miR-106a-5p	4	4	5	4	4	6	10	4	17	27	40	23	53	23	35	37
hsa-miR-2115-3p	0	0	2	0	1	0	0	0	0	1	2	1	0	1	0	2
hsa-miR-330-3p	133	79	82	62	51	64	96	99	131	163	137	87	195	204	86	149
hsa-miR-3124-5p	0	0	0	0	1	1	2	1	1	2	0	0	2	3	4	0
hsa-miR-6742-3p	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0
hsa-miR-331-5p	93	79	82	86	79	24	40	84	75	92	74	95	99	104	100	82
hsa-miR-4711-5p	0	2	6	2	0	1	0	2	0	0	0	0	0	0	0	0
hsa-miR-204-3p	0	3	2	1	2	1	2	4	2	0	1	2	3	0	2	0
hsa-miR-4686	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2
hsa-miR-432-3p	2	10	13	5	5	2	4	4	3	3	4	8	4	3	1	3
hsa-miR-6791-5p	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-758-3p	188	920	645	254	409	168	199	337	288	278	319	461	574	250	283	295
hsa-miR-503-5p	39	68	25	27	35	43	11	10	106	70	59	334	103	75	66	114
hsa-miR-3064-3p	4	3	3	3	1	2	1	1	0	1	1	0	3	1	2	0
hsa-miR-6834-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-214-3p	7575	8662	7540	5040	9514	4166	5809	7315	3439	4921	3531	3513	3370	3848	2048	2504
hsa-miR-1226-3p	0	5	2	2	0	3	1	1	6	7	5	2	3	4	4	2
hsa-miR-876-5p	6	0	2	18	1	2	0	0	90	43	53	41	247	49	65	21
hsa-miR-370-5p	7	27	18	7	7	8	6	12	18	7	13	10	13	24	12	5
hsa-miR-4731-5p	2	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0
hsa-miR-1250-5p	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0
hsa-miR-4511	0	3	0	2	0	0	2	0	0	1	2	1	1	3	1	0
hsa-miR-590-3p	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4512	2	0	2	0	1	2	1	2	2	3	1	1	1	3	2	0
hsa-miR-4513	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6745	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4646-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6809-5p	1	0	1	2	0	0	0	1	0	1	0	1	3	0	1	0
hsa-miR-221-3p	10986	33796	11405	8279	7137	18235	6311	9239	13053	15662	14647	21774	13964	13829	14713	11423
hsa-miR-34a-3p	109	61	56	91	65	24	74	50	42	46	60	42	57	48	38	68
hsa-miR-3170	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	1
hsa-miR-935	22	11	8	5	10	6	4	14	12	17	17	13	3	7	8	11
hsa-miR-7158-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6730-3p	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-564	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-1288-5p	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
hsa-miR-6762-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-200a-5p	9	4	64	10	11	3	11	18	447	563	746	363	299	967	444	461
hsa-miR-1277-3p	3	6	3	6	6	1	3	6	9	15	14	2	9	9	15	8
hsa-miR-4640-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-490-3p	1	1	3	8	3	0	8	8	11	9	24	14	10	12	1	10
hsa-miR-6751-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4519	1	2	1	1	0	0	2	0	1	1	0	4	0	2	3	1
hsa-miR-6516-5p	8	2	1	3	4	2	1	2	4	5	5	7	6	6	3	2
hsa-miR-374a-5p	2413	1878	2158	2163	1893	1487	2092	2050	1781	2016	2024	1820	2088	1836	2164	2433
hsa-miR-3160-3p	3	1	1	2	2	0	2	1	0	2	1	0	3	2	3	0
hsa-miR-6514-3p	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0
hsa-miR-4667-5p	0	1	2	2	3	0	0	1	0	1	0	3	1	1	1	1
hsa-miR-200b-5p	13	13	63	9	22	1	10	25	466	816	786	355	255	808	464	640
hsa-miR-551b-3p	3	3	7	23	10	2	6	11	4	1	1	4	7	1	2	3
hsa-miR-3925-5p	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
